ID d'incident,Timestamp,Type d'incident,Description,Severité,Statut,Responsable
1711,2023-03-29,Intrusion,base données est sous forte charge,Élevée,En cours,Equipe Réseau
1712,2023-03-28,Panne matérielle,accès suspects ont été détectés,Critique,En cours,Equipe Sécurité
1713,2023-09-17,Problème de connexion,impossible dappliquer mise jour sécurité,Moyenne,En cours,Equipe Réseau
1714,2023-03-27,Intrusion,impossible daccéder internet,Critique,Résolu,Equipe Systèmes
1715,2023-10-31,Intrusion,impossible dappliquer mise jour sécurité,Faible,Résolu,Equipe Réseau
1716,2023-11-14,Panne matérielle,base données est sous forte charge,Faible,En cours,Equipe Sécurité
1717,2023-01-19,Problème de connexion,capacité bande passante dépassée,Élevée,En cours,Equipe Systèmes
1718,2023-11-22,Intrusion,connexion au vpn a échoué,Critique,Résolu,Equipe Réseau
1719,2023-09-05,Panne matérielle,serveur web est surchargé,Moyenne,Ouvert,Equipe Réseau
1720,2023-05-14,Surcharge,disque dur est tombé panne,Moyenne,En cours,Equipe Support
1721,2023-06-26,Mise à jour échouée,connexion intermittente détectée,Critique,En cours,Equipe Support
1722,2023-07-04,Intrusion,impossible dappliquer mise jour sécurité,Critique,Ouvert,Equipe Réseau
1723,2023-07-03,Mise à jour échouée,impossible dappliquer mise jour sécurité,Élevée,Résolu,Equipe Systèmes
1724,2023-06-16,Problème de connexion,mise jour firmware a échoué,Faible,En cours,Equipe Sécurité
1725,2023-09-10,Mise à jour échouée,malware a été trouvé sur serveur,Moyenne,En cours,Equipe Réseau
1726,2023-03-25,Intrusion,tentative connexion non autorisée détectée,Faible,Résolu,Equipe Support
1727,2023-05-05,Surcharge,impossible dappliquer mise jour sécurité,Moyenne,En cours,Equipe Support
1728,2023-05-26,Mise à jour échouée,accès suspects ont été détectés,Moyenne,Ouvert,Equipe Réseau
1729,2023-04-18,Mise à jour échouée,tentative connexion non autorisée détectée,Moyenne,Résolu,Equipe Sécurité
1730,2023-05-03,Intrusion,capacité bande passante dépassée,Élevée,Ouvert,Equipe Réseau
1731,2023-08-15,Problème de connexion,tentative connexion non autorisée détectée,Moyenne,Résolu,Equipe Systèmes
1732,2023-11-15,Intrusion,connexion intermittente détectée,Élevée,Résolu,Equipe Support
1733,2023-06-14,Panne matérielle,impossible daccéder internet,Critique,En cours,Equipe Support
1734,2023-04-28,Mise à jour échouée,serveur web est surchargé,Moyenne,Ouvert,Equipe Systèmes
1735,2023-01-31,Surcharge,tentative connexion non autorisée détectée,Moyenne,En cours,Equipe Sécurité
1736,2023-11-10,Surcharge,base données est sous forte charge,Élevée,Résolu,Equipe Réseau
1737,2023-08-17,Surcharge,échec mise jour logiciel,Moyenne,Résolu,Equipe Support
1738,2023-01-11,Panne matérielle,serveur principal a cessé fonctionner,Élevée,Résolu,Equipe Support
1739,2023-12-21,Problème de connexion,disque dur est tombé panne,Critique,Résolu,Equipe Réseau
1740,2023-08-07,Problème de connexion,accès suspects ont été détectés,Faible,Ouvert,Equipe Systèmes
1741,2023-01-27,Panne matérielle,serveur web est surchargé,Élevée,En cours,Equipe Réseau
1742,2023-06-20,Problème de connexion,disque dur est tombé panne,Élevée,Ouvert,Equipe Support
1743,2023-08-01,Intrusion,impossible daccéder internet,Moyenne,Ouvert,Equipe Sécurité
1744,2023-06-19,Mise à jour échouée,connexion au vpn a échoué,Faible,Résolu,Equipe Support
1745,2023-02-24,Panne matérielle,malware a été trouvé sur serveur,Faible,En cours,Equipe Sécurité
1746,2023-06-23,Problème de connexion,connexion intermittente détectée,Critique,Résolu,Equipe Sécurité
1747,2023-12-13,Surcharge,connexion intermittente détectée,Élevée,En cours,Equipe Sécurité
1748,2023-07-18,Panne matérielle,impossible daccéder internet,Élevée,Ouvert,Equipe Réseau
1749,2023-12-08,Problème de connexion,malware a été trouvé sur serveur,Faible,En cours,Equipe Systèmes
1750,2023-04-03,Panne matérielle,base données est sous forte charge,Critique,Résolu,Equipe Support
1751,2023-05-02,Intrusion,connexion intermittente détectée,Élevée,Résolu,Equipe Support
1752,2023-08-10,Panne matérielle,tentative connexion non autorisée détectée,Moyenne,Ouvert,Equipe Support
1753,2023-08-09,Problème de connexion,capacité bande passante dépassée,Moyenne,Ouvert,Equipe Réseau
1754,2023-06-21,Problème de connexion,malware a été trouvé sur serveur,Faible,En cours,Equipe Sécurité
1755,2023-09-20,Panne matérielle,carte réseau ne répond plus,Faible,Résolu,Equipe Support
1756,2023-09-11,Mise à jour échouée,connexion au vpn a échoué,Élevée,Résolu,Equipe Réseau
1757,2023-06-03,Problème de connexion,carte réseau ne répond plus,Critique,Résolu,Equipe Systèmes
1758,2023-10-30,Problème de connexion,capacité bande passante dépassée,Moyenne,Résolu,Equipe Sécurité
1759,2023-03-04,Intrusion,base données est sous forte charge,Critique,En cours,Equipe Sécurité
1760,2023-04-04,Mise à jour échouée,connexion intermittente détectée,Critique,Résolu,Equipe Support
1761,2023-05-17,Problème de connexion,impossible dappliquer mise jour sécurité,Élevée,En cours,Equipe Sécurité
1762,2023-10-05,Intrusion,serveur web est surchargé,Moyenne,Ouvert,Equipe Réseau
1763,2023-05-21,Problème de connexion,accès suspects ont été détectés,Critique,En cours,Equipe Support
1764,2023-06-26,Surcharge,disque dur est tombé panne,Critique,En cours,Equipe Systèmes
1765,2023-11-27,Surcharge,échec mise jour logiciel,Moyenne,Ouvert,Equipe Sécurité
1766,2023-04-26,Intrusion,serveur web est surchargé,Faible,Ouvert,Equipe Sécurité
1767,2023-07-29,Problème de connexion,accès suspects ont été détectés,Faible,En cours,Equipe Systèmes
1768,2023-09-10,Panne matérielle,carte réseau ne répond plus,Élevée,Résolu,Equipe Réseau
1769,2023-10-24,Intrusion,tentative connexion non autorisée détectée,Critique,Résolu,Equipe Support
1770,2023-07-13,Mise à jour échouée,capacité bande passante dépassée,Moyenne,Ouvert,Equipe Réseau
1771,2023-05-25,Surcharge,impossible daccéder internet,Moyenne,En cours,Equipe Support
1772,2023-06-27,Surcharge,malware a été trouvé sur serveur,Élevée,Ouvert,Equipe Support
1773,2023-08-14,Intrusion,serveur principal a cessé fonctionner,Critique,Résolu,Equipe Sécurité
1774,2023-01-03,Problème de connexion,serveur web est surchargé,Critique,Ouvert,Equipe Support
1775,2023-03-05,Intrusion,accès suspects ont été détectés,Moyenne,Ouvert,Equipe Systèmes
1776,2023-07-10,Mise à jour échouée,accès suspects ont été détectés,Élevée,Ouvert,Equipe Réseau
1777,2023-11-11,Surcharge,impossible dappliquer mise jour sécurité,Élevée,Ouvert,Equipe Systèmes
1778,2023-05-05,Mise à jour échouée,base données est sous forte charge,Élevée,En cours,Equipe Support
1779,2023-10-07,Problème de connexion,base données est sous forte charge,Faible,En cours,Equipe Support
1780,2023-11-26,Mise à jour échouée,tentative connexion non autorisée détectée,Moyenne,En cours,Equipe Sécurité
1781,2023-08-16,Panne matérielle,base données est sous forte charge,Faible,Résolu,Equipe Sécurité
1782,2023-01-13,Surcharge,serveur principal a cessé fonctionner,Critique,En cours,Equipe Support
1783,2023-10-20,Panne matérielle,capacité bande passante dépassée,Élevée,En cours,Equipe Systèmes
1784,2023-12-14,Panne matérielle,carte réseau ne répond plus,Faible,Ouvert,Equipe Sécurité
1785,2023-02-08,Panne matérielle,tentative connexion non autorisée détectée,Critique,En cours,Equipe Sécurité
1786,2023-06-16,Problème de connexion,carte réseau ne répond plus,Faible,Résolu,Equipe Sécurité
1787,2023-11-12,Intrusion,base données est sous forte charge,Élevée,Ouvert,Equipe Systèmes
1788,2023-03-23,Surcharge,carte réseau ne répond plus,Critique,Résolu,Equipe Support
1789,2023-06-12,Surcharge,mise jour firmware a échoué,Moyenne,Résolu,Equipe Réseau
1790,2023-07-29,Problème de connexion,impossible daccéder internet,Faible,Ouvert,Equipe Support
1791,2023-12-20,Panne matérielle,serveur principal a cessé fonctionner,Moyenne,En cours,Equipe Support
1792,2023-06-03,Problème de connexion,base données est sous forte charge,Critique,Ouvert,Equipe Sécurité
1793,2023-01-31,Panne matérielle,base données est sous forte charge,Élevée,Ouvert,Equipe Support
1794,2023-12-28,Surcharge,disque dur est tombé panne,Élevée,Résolu,Equipe Réseau
1795,2023-09-14,Mise à jour échouée,disque dur est tombé panne,Critique,Résolu,Equipe Réseau
1796,2023-08-10,Problème de connexion,impossible dappliquer mise jour sécurité,Critique,Ouvert,Equipe Réseau
1797,2023-05-21,Panne matérielle,carte réseau ne répond plus,Critique,En cours,Equipe Réseau
1798,2023-04-26,Panne matérielle,impossible daccéder internet,Faible,Ouvert,Equipe Réseau
1799,2023-06-12,Intrusion,malware a été trouvé sur serveur,Élevée,En cours,Equipe Systèmes
1800,2023-09-10,Surcharge,échec mise jour logiciel,Faible,Résolu,Equipe Systèmes
1801,2023-04-15,Mise à jour échouée,échec mise jour logiciel,Moyenne,En cours,Equipe Réseau
1802,2023-10-23,Panne matérielle,serveur principal a cessé fonctionner,Critique,Résolu,Equipe Systèmes
1803,2023-10-25,Mise à jour échouée,disque dur est tombé panne,Élevée,En cours,Equipe Support
1804,2023-12-22,Mise à jour échouée,connexion intermittente détectée,Élevée,Ouvert,Equipe Support
1805,2023-08-19,Panne matérielle,impossible dappliquer mise jour sécurité,Moyenne,En cours,Equipe Sécurité
1806,2023-08-07,Problème de connexion,connexion au vpn a échoué,Critique,Résolu,Equipe Sécurité
1807,2023-01-03,Surcharge,échec mise jour logiciel,Critique,Résolu,Equipe Support
1808,2023-04-06,Problème de connexion,impossible dappliquer mise jour sécurité,Critique,Ouvert,Equipe Réseau
1809,2023-09-03,Intrusion,connexion intermittente détectée,Faible,En cours,Equipe Support
1810,2023-07-17,Intrusion,échec mise jour logiciel,Moyenne,Résolu,Equipe Support
1811,2023-07-26,Surcharge,impossible dappliquer mise jour sécurité,Élevée,Résolu,Equipe Réseau
1812,2023-12-04,Surcharge,serveur web est surchargé,Critique,Ouvert,Equipe Sécurité
1813,2023-03-05,Panne matérielle,impossible daccéder internet,Faible,Ouvert,Equipe Sécurité
1814,2023-12-05,Intrusion,malware a été trouvé sur serveur,Faible,Résolu,Equipe Sécurité
1815,2023-07-09,Panne matérielle,accès suspects ont été détectés,Moyenne,En cours,Equipe Sécurité
1816,2023-10-23,Surcharge,échec mise jour logiciel,Élevée,En cours,Equipe Systèmes
1817,2023-11-09,Mise à jour échouée,base données est sous forte charge,Faible,Résolu,Equipe Support
1818,2023-09-29,Surcharge,mise jour firmware a échoué,Moyenne,Résolu,Equipe Systèmes
1819,2023-03-11,Surcharge,accès suspects ont été détectés,Faible,Résolu,Equipe Support
1820,2023-04-04,Panne matérielle,connexion intermittente détectée,Moyenne,Ouvert,Equipe Réseau
1821,2023-04-29,Panne matérielle,tentative connexion non autorisée détectée,Élevée,En cours,Equipe Sécurité
1822,2023-02-16,Problème de connexion,échec mise jour logiciel,Élevée,Ouvert,Equipe Systèmes
1823,2023-11-12,Mise à jour échouée,connexion au vpn a échoué,Moyenne,Ouvert,Equipe Systèmes
1824,2023-09-04,Surcharge,carte réseau ne répond plus,Moyenne,En cours,Equipe Support
1825,2023-01-01,Intrusion,mise jour firmware a échoué,Critique,En cours,Equipe Systèmes
1826,2023-03-21,Surcharge,tentative connexion non autorisée détectée,Faible,Résolu,Equipe Réseau
1827,2023-06-26,Surcharge,base données est sous forte charge,Moyenne,Résolu,Equipe Réseau
1828,2023-02-05,Problème de connexion,carte réseau ne répond plus,Faible,En cours,Equipe Systèmes
1829,2023-10-12,Panne matérielle,base données est sous forte charge,Critique,En cours,Equipe Support
1830,2023-06-24,Surcharge,impossible daccéder internet,Moyenne,Résolu,Equipe Sécurité
1831,2023-07-03,Panne matérielle,capacité bande passante dépassée,Faible,Résolu,Equipe Sécurité
1832,2023-12-11,Mise à jour échouée,échec mise jour logiciel,Critique,En cours,Equipe Support
1833,2023-08-22,Panne matérielle,échec mise jour logiciel,Moyenne,Ouvert,Equipe Réseau
1834,2023-03-31,Surcharge,impossible daccéder internet,Élevée,En cours,Equipe Support
1835,2023-01-18,Problème de connexion,connexion intermittente détectée,Moyenne,Résolu,Equipe Sécurité
1836,2023-05-15,Intrusion,accès suspects ont été détectés,Moyenne,En cours,Equipe Sécurité
1837,2023-11-05,Panne matérielle,connexion intermittente détectée,Faible,Ouvert,Equipe Systèmes
1838,2023-07-13,Mise à jour échouée,capacité bande passante dépassée,Moyenne,En cours,Equipe Sécurité
1839,2023-06-13,Mise à jour échouée,connexion au vpn a échoué,Critique,En cours,Equipe Réseau
1840,2023-10-21,Mise à jour échouée,accès suspects ont été détectés,Élevée,Résolu,Equipe Sécurité
1841,2023-08-24,Problème de connexion,mise jour firmware a échoué,Critique,En cours,Equipe Support
1842,2023-10-24,Intrusion,connexion au vpn a échoué,Faible,Résolu,Equipe Sécurité
1843,2023-02-21,Panne matérielle,disque dur est tombé panne,Élevée,Ouvert,Equipe Sécurité
1844,2023-03-28,Surcharge,capacité bande passante dépassée,Élevée,Résolu,Equipe Systèmes
1845,2023-11-26,Mise à jour échouée,serveur principal a cessé fonctionner,Élevée,Ouvert,Equipe Systèmes
1846,2023-08-10,Panne matérielle,disque dur est tombé panne,Faible,En cours,Equipe Réseau
1847,2023-07-27,Surcharge,serveur web est surchargé,Élevée,En cours,Equipe Support
1848,2023-10-28,Problème de connexion,accès suspects ont été détectés,Moyenne,Ouvert,Equipe Systèmes
1849,2023-08-20,Problème de connexion,serveur web est surchargé,Critique,En cours,Equipe Systèmes
1850,2023-12-28,Problème de connexion,carte réseau ne répond plus,Critique,En cours,Equipe Systèmes
1851,2023-06-04,Surcharge,mise jour firmware a échoué,Moyenne,Résolu,Equipe Support
1852,2023-07-17,Intrusion,serveur principal a cessé fonctionner,Critique,Résolu,Equipe Systèmes
1853,2023-08-09,Problème de connexion,connexion intermittente détectée,Faible,Résolu,Equipe Réseau
1854,2023-08-16,Intrusion,impossible daccéder internet,Critique,Résolu,Equipe Réseau
1855,2023-07-27,Mise à jour échouée,impossible daccéder internet,Élevée,En cours,Equipe Support
1856,2023-10-05,Problème de connexion,capacité bande passante dépassée,Élevée,Ouvert,Equipe Systèmes
1857,2023-04-17,Surcharge,accès suspects ont été détectés,Moyenne,Ouvert,Equipe Sécurité
1858,2023-01-20,Surcharge,carte réseau ne répond plus,Moyenne,En cours,Equipe Support
1859,2023-03-10,Problème de connexion,connexion intermittente détectée,Moyenne,En cours,Equipe Support
1860,2023-11-26,Panne matérielle,tentative connexion non autorisée détectée,Critique,Ouvert,Equipe Sécurité
1861,2023-05-26,Mise à jour échouée,serveur web est surchargé,Élevée,Résolu,Equipe Sécurité
1862,2023-06-01,Mise à jour échouée,échec mise jour logiciel,Moyenne,En cours,Equipe Systèmes
1863,2023-05-18,Mise à jour échouée,disque dur est tombé panne,Critique,Ouvert,Equipe Support
1864,2023-11-14,Surcharge,serveur web est surchargé,Élevée,Ouvert,Equipe Réseau
1865,2023-01-03,Surcharge,carte réseau ne répond plus,Élevée,En cours,Equipe Sécurité
1866,2023-01-19,Surcharge,base données est sous forte charge,Faible,Résolu,Equipe Support
1867,2023-01-31,Panne matérielle,disque dur est tombé panne,Moyenne,Résolu,Equipe Sécurité
1868,2023-06-03,Panne matérielle,mise jour firmware a échoué,Moyenne,Ouvert,Equipe Réseau
1869,2023-12-10,Mise à jour échouée,serveur web est surchargé,Faible,En cours,Equipe Support
1870,2023-06-20,Mise à jour échouée,carte réseau ne répond plus,Faible,Ouvert,Equipe Sécurité
1871,2023-04-19,Mise à jour échouée,capacité bande passante dépassée,Élevée,Ouvert,Equipe Support
1872,2023-07-15,Surcharge,connexion au vpn a échoué,Critique,En cours,Equipe Réseau
1873,2023-04-21,Panne matérielle,impossible dappliquer mise jour sécurité,Faible,Ouvert,Equipe Systèmes
1874,2023-04-04,Problème de connexion,serveur web est surchargé,Élevée,Ouvert,Equipe Systèmes
1875,2023-12-04,Surcharge,échec mise jour logiciel,Élevée,Ouvert,Equipe Support
1876,2023-12-09,Panne matérielle,capacité bande passante dépassée,Critique,Ouvert,Equipe Réseau
1877,2023-05-12,Problème de connexion,base données est sous forte charge,Critique,En cours,Equipe Réseau
1878,2023-01-21,Surcharge,connexion intermittente détectée,Faible,Ouvert,Equipe Sécurité
